bin_min,bin_max,bin_mid,mass
0.0,1.0526315789473684,0.5263157894736842,0.49279324055666
1.0526315789473684,2.1052631578947367,1.5789473684210527,0.062375745526838965
2.1052631578947367,3.1578947368421053,2.6315789473684212,0.02746023856858847
3.1578947368421053,4.2105263157894735,3.6842105263157894,0.012549701789264414
4.2105263157894735,5.263157894736842,4.7368421052631575,0.005094433399602386
5.263157894736842,6.315789473684211,5.789473684210526,0.0032306163021868788
6.315789473684211,7.368421052631579,6.842105263157895,0.0027335984095427437
7.368421052631579,8.421052631578947,7.894736842105263,0.003727634194831014
8.421052631578947,9.473684210526315,8.94736842105263,0.004100397614314116
9.473684210526315,10.526315789473683,10.0,0.002982107355864811
10.526315789473683,11.578947368421051,11.052631578947366,0.0032306163021868788
11.578947368421051,12.631578947368421,12.105263157894736,0.0034791252485089465
12.631578947368421,13.68421052631579,13.157894736842106,0.003106361829025845
13.68421052631579,14.736842105263158,14.210526315789473,0.0022365805168986083
14.736842105263158,15.789473684210526,15.263157894736842,0.0016153081510934394
15.789473684210526,16.842105263157894,16.31578947368421,0.0016153081510934394
16.842105263157894,17.894736842105264,17.36842105263158,0.001863817097415507
17.894736842105264,18.94736842105263,18.421052631578945,0.000621272365805169
18.94736842105263,20.0,19.473684210526315,0.0014910536779324055
